gene_symbol,chronos_score,category,phylostrata,network_degree,median_tpm,n_go_terms
ADAM11,-0.3131353080692343,Other,3,44,18.8811554847816,41
ADAM12,-0.0481466537960359,Other,3,87,22.01657697002118,29
ADAM15,-0.0430149902577914,Other,3,48,1.2019278912275375,35
ADAM17,0.0575900035053472,Other,3,87,8.25407565240542,34
ADAM18,0.1859151539754473,Other,3,51,68.15159762121144,37
ADAM19,0.1358944680753448,Other,3,64,5.809647082617202,31
ADAM2,0.0129468586178936,Other,3,39,64.19484628363497,37
ADAM20,0.085829399087705,Other,3,47,1.9287088439047655,35
ADAM21,-0.0424782841797081,Other,3,33,24.78452589582242,24
ADAM22,-0.0108669935011062,Other,3,91,2.143845874272296,28
ADAM23,0.0508239119155054,Other,3,23,67.11105947839138,43
ADAM28,0.1004948438743639,Other,3,63,0.5882721126021448,32
ADAM29,0.114087019250386,Other,3,73,68.61444861268336,36
ADAM30,-0.1263195641938731,Other,3,79,38.74397825484602,35
ADAM32,0.1182555404278218,Other,3,98,1.3323529837569577,32
ADAM33,-0.0798024376699975,Other,3,99,8.87761392775419,37
ADAM7,-0.0074969541283193,Other,3,47,16.69705847981421,32
ADAM8,0.1940618825606348,Other,3,17,14.40383845417116,37
ADAM9,-0.0036032663002726,Other,3,18,0.7522227721227895,27
ADAMDEC1,0.1251775249267288,Other,3,16,0.3343334105338966,28
ADAMTS1,-0.0211900773023522,Other,3,77,30.051934338197256,27
ADAMTS10,-0.1492320235348799,Other,3,97,1.6016820741529685,30
ADAMTS12,0.1321387003156817,Other,3,64,33.42763194016589,43
ADAMTS13,-0.0237371422851212,Other,3,31,5.177828903423018,26
ADAMTS14,0.0581900173573664,Other,3,83,5.768336181732975,38
ADAMTS15,0.002665294958478,Other,3,19,4.791132568677445,36
ADAMTS16,0.0820629873287408,Other,3,39,48.668125330946005,29
ADAMTS17,0.0159656569530055,Other,3,86,7.395145977813666,30
ADAMTS18,0.0781877127967785,Other,3,39,80.32474229601877,31
ADAMTS19,0.1165377511089802,Other,3,58,4.11859627735541,38
ADAMTS2,-0.0220305505799797,Other,3,70,6.702167910078616,22
ADAMTS20,-0.0320706742266745,Other,3,14,3.169898979222678,29
ADAMTS3,-0.0905394824545548,Other,3,16,22.97966086102576,31
ADAMTS4,-0.0865478426428168,Other,3,87,1.371194606074749,23
ADAMTS5,0.0999846732300136,Other,3,90,3.385880347414899,26
ADAMTS6,-0.0314542730875061,Other,3,23,6.424700392583218,28
ADAMTS7,0.1363007323405903,Other,3,73,6.484930616492287,28
ADAMTS8,0.0164835907552842,Other,3,90,5.126454006975598,30
ADAMTS9,-0.0063978759875197,Other,3,89,2.690071347286193,21
ADAMTSL1,0.0533660950449045,Other,3,39,32.80460416652086,32
ADAMTSL2,0.0400240315609524,Other,3,72,3.705699805026877,31
ADAMTSL3,0.0811394641720472,Other,3,20,19.18874917002024,25
ADAMTSL4,-0.1854235790534866,Other,3,55,2.945009986971825,32
ADAMTSL5,-0.1819736458230323,Other,3,68,9.127661716951811,33
ADAP1,-0.0545410640403799,Other,3,50,1.6728440776093338,28
ADAP2,-0.1351226346922752,Other,3,39,2.996500481184732,26
ADAR,-0.4838497676184368,Other,3,87,45.82024051129578,32
ADARB1,0.0335369474437668,Other,3,14,2.7218771010756693,32
ADARB2,0.059560099570547,Other,3,49,32.39384300288312,29
ADAT1,-0.099976354174005,Other,3,66,9.362424886479255,33
ADAT2,-0.4017350214756887,Other,3,92,13.28203479292099,22
ADAT3,-0.4159878816654643,Other,3,60,19.161625465281837,29
ADCK1,0.1000305724144927,Other,3,62,11.458135997848862,24
ADCK2,-0.1004188283666033,Other,3,80,62.399285016644896,27
ADCK5,0.0037372031714276,Other,3,85,9.217980337246347,24
ADCY1,0.0388178707524447,Other,3,64,30.79035013725475,44
ADCY10,0.0167811968901738,Other,3,54,0.932388060271496,29
ADCY2,0.1267372411658607,Other,3,29,4.00627312617754,38
ADCY3,-0.1624879814681612,Other,3,56,37.2030169006969,33
ADCY4,-0.1140347263352257,Other,3,41,16.853084774624314,27
ADCY5,0.1203536614136664,Other,3,43,0.8574879332661662,31
ADCY6,0.0074179979802054,Other,3,39,4.586009460125956,30
ADCY7,0.1558145632763709,Other,3,32,4.573782261946908,30
ADCY8,-0.0181790975937413,Other,3,84,12.93210439419045,20
ADCY9,0.0681037400953525,Other,3,23,16.106123170229758,40
ADCYAP1,0.1860926062302328,Other,3,97,11.359581006864175,33
ADCYAP1R1,0.0179881103967392,Other,3,60,17.36552395953598,22
ADD1,-0.0032359536521763,Other,3,11,7.362229227930898,30
ADD2,-0.0517241405846561,Other,3,59,9.314329255236286,24
ADD3,0.0681761674095629,Other,3,79,2.2843137329704573,35
ADGRA1,0.0471301306341361,Other,3,26,1.967487875435131,32
ADGRA2,-0.0001505349107822,Other,3,42,7.327155484574442,35
ADGRA3,-0.0732702913193521,Other,3,85,19.38028974863998,29
ADGRB1,0.0260602036908328,Other,3,88,27.59442627792898,28
ADGRB2,-0.1111663125956219,Other,3,48,45.40808823208231,36
ADGRB3,-0.0109563623532906,Other,3,50,3.879148154177608,43
ADGRD1,-0.0198211293163524,Other,3,75,24.046608148538976,30
ADGRD2,0.0457246278740273,Other,3,27,38.611866714280566,34
ADGRE1,-0.0738426342501915,Other,3,46,15.380767948976636,32
ADGRE2,-0.1121078026113469,Other,3,72,15.949575690139069,23
ADGRE3,0.0474721407087607,Other,3,27,8.706500881902969,24
ADGRE5,0.0467476751007798,Other,3,60,19.134170397667592,30
ADGRF1,0.0374814526644791,Other,3,46,3.4504113568033903,32
ADGRF3,0.0256314796930225,Other,3,58,2.837513153471673,31
ADGRF4,0.0096738352237375,Other,3,42,1.164915873156659,41
ADGRF5,-0.1449673220389928,Other,3,37,7.402608564577258,33
ADGRG1,-0.0417871922088541,Other,3,72,29.18212644221525,27
ADGRG2,0.1292615586045732,Other,3,80,4.1321577590844605,41
ADGRG3,-0.0960454641740731,Other,3,92,35.39741147415599,35
ADGRG4,0.0661907244925874,Other,3,39,8.930373828422457,24
ADGRG5,0.0309494395408797,Other,3,45,23.398453485175672,44
ADGRG6,0.1938204489586995,Other,3,94,19.619203919977096,28
ADGRG7,-0.0013253202674493,Other,3,72,6.640353484701303,35
ADGRL1,0.0207318893034966,Other,3,75,28.79558284966149,35
ADGRL2,0.006563163082103,Other,3,73,10.938392340436014,21
ADGRL3,-0.0207743902637397,Other,3,72,22.80406107500418,33
ADGRL4,0.1081903962087865,Other,3,79,162.91475265414678,39
ADGRV1,0.0110799345062614,Other,3,16,14.355441050390532,36
ADH1A,0.0464209851476853,Other,3,10,9.080089015988213,31
ADH1B,0.0271236508199375,Other,3,98,12.921937668904556,40
ADH1C,0.0957118030374081,Other,3,77,2.9160259962581634,26
ADH4,0.0619592421617504,Other,3,75,8.142832772213454,28
ADH5,-0.250346433321053,Other,3,38,5.956930547203012,28
ADH6,0.0840894335389099,Other,3,33,6.763593893491014,26
ADH7,0.0798830736627834,Other,3,23,6.734342467115558,31
ADHFE1,-0.0361639191551625,Other,3,51,5.6014748146393325,17
ADI1,0.0441062701660889,Other,3,44,48.80698917873,28
ADIG,0.0040240506825125,Other,3,60,6.552754352178445,30
ADIPOQ,0.0878786343090491,Other,3,90,57.43150771585572,32
ADIPOR1,0.0099006700654862,Other,3,69,6.761373540335702,27
ADIPOR2,0.0234356882275683,Other,3,98,12.978353875141442,26
ADIRF,-0.0608914247273666,Other,3,85,15.694311584700074,23
ADISSP,0.0207164792147226,Other,3,64,2.526288111079505,36
ADK,-0.0427049390383699,Other,3,96,22.07731578779868,29
ADM,0.0711446646134342,Other,3,80,5.7748574298980095,30
ADM2,0.0353329064152084,Other,3,35,22.16073101847341,28
ADM5,-0.1005479272267389,Other,3,74,3.270883628919034,28
ADNP,-0.2172806248840784,Other,3,39,62.84801023943908,25
ADNP2,0.0066512578889414,Other,3,92,1.0272814846157436,18
ADO,-0.086909849149126,Other,3,37,3.5092385891789344,33
ADORA1,-0.0342812670207142,Other,3,93,8.057200109833836,25
ADORA2A,-0.0881240394562394,Other,3,45,17.0232807877998,32
ADORA2B,-0.0210704545828435,Other,3,48,10.96647668241244,39
ADORA3,0.1682846409770542,Other,3,53,3.9976354664077673,33
ADPGK,-0.0687871922760341,Other,3,77,29.59374623173316,30
ADPRH,-0.0590173387359218,Other,3,17,33.28723412542968,28
ADPRHL1,-0.080546905101931,Other,3,14,2.434231824432596,25
ADPRM,0.0799776358073852,Other,3,98,0.76189769219992,23
ADPRS,-0.2068013470241388,Other,3,37,6.516090394251113,23
ADRA1A,0.1405474628720879,Other,3,39,4.178683186383204,36
ADRA1B,0.0388313947246724,Other,3,98,7.609614970720002,32
ADRA1D,0.0344563722941599,Other,3,94,12.04339224759831,33
ADRA2A,0.0037400834393149,Other,3,17,25.757703494341342,34
ADRA2B,-0.087323528316983,Other,3,27,4.119472725732816,33
ADRA2C,0.0196754280362865,Other,3,82,17.773201859837172,28
ADRB1,0.1011937125560076,Other,3,51,22.33210543379802,30
ADRB2,-0.0098680700112065,Other,3,50,17.8396491536057,30
ADRB3,0.0333560931844357,Other,3,95,16.447039656706288,31
ADRM1,-0.4474188815732572,Other,3,72,4.341867802206378,29
ADSL,-1.013716329763109,Other,3,82,2.173208465546611,33
ADSS1,-0.0819902624249809,Other,3,25,7.838001077373761,16
ADSS2,-0.5130247995748888,Other,3,81,44.69998570855899,39
ADTRP,0.1161555957146351,Other,3,82,12.975537951950256,25
AEBP1,-0.1300001601846619,Other,3,11,13.19328193486903,23
AEBP2,-0.0340061572964108,Other,3,91,6.460168433343495,32
AEN,-0.007949188982358,Other,3,14,1.7273109240415687,35
AFAP1,0.1277254675983383,Other,3,66,7.24022153553089,26
AFAP1L1,-0.0343510600819038,Other,3,10,3.2701591383901447,35
AFAP1L2,0.0380212567129817,Other,3,39,8.538776342956176,31
AFDN,-0.1026744969121628,Other,3,86,30.227705814630685,30
AFF1,0.0592282113920891,Other,3,91,6.004618439998362,26
AFF2,0.1110370790602139,Other,3,86,5.446396158581528,27
AFF3,-0.1363467332109389,Other,3,28,5.786848561171012,29
AFF4,-0.0859030965200241,Other,3,57,42.40032803995664,26
AFG1L,0.0572096281653237,Other,3,61,1.354294248233883,34
AFG2A,-0.8268933569927506,Other,3,86,4.813160558526408,25
AFG2B,-1.371244508258712,Other,3,14,5.684255872736106,23
AFG3L2,-1.2609172320459678,Other,3,84,15.79988499566885,33
AFM,0.1148995443597611,Other,3,49,32.3249441766766,30
AFMID,-0.0692396004479335,Other,3,26,17.508458606014788,32
AFP,-0.0029615583509344,Other,3,66,18.737864613481968,30
AFTPH,0.0332865407892601,Other,3,60,10.837476985131806,29
AGA,0.0848862925739863,Other,3,47,9.738100409782804,32
AGAP1,-0.0359871296708682,Other,3,52,43.88685518466218,35
AGAP2,-0.3259599697414559,Other,3,10,42.42904827454563,31
AGAP3,0.0489111511001001,Other,3,29,14.324523482793854,33
AGAP5,-0.6197456074748601,Other,3,37,0.7399361372930261,38
AGAP6,-0.7143643086125518,Other,3,85,16.116806872877188,34
AGAP9,-0.4237768734969294,Other,3,95,1.0649955251850007,18
AGBL1,0.0575844121266714,Other,3,11,2.0348220887931934,34
AGBL2,0.0583580107581486,Other,3,58,4.092247000480825,26
AGBL3,-0.0967277725565996,Other,3,91,77.73957402649744,33
AGBL4,-0.1535356663251221,Other,3,96,30.867337611943235,25
AGBL5,-0.0879633647085144,Other,3,85,21.61090220372553,23
AGER,0.0646755785271931,Other,3,29,5.33702070218027,21
AGFG1,-0.0262074192472277,Other,3,97,0.6269074575129627,30
AGFG2,-0.0864727334700131,Other,3,61,24.602939775960493,28
AGGF1,0.1437954212001359,Other,3,69,11.485621565616643,30
AGK,0.0273703478621255,Other,3,71,0.7858858574290364,31
